"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","Julio Jones",9200,"Was@Atl 01:00PM ET",29.700,"Atl"
"WR","Odell Beckham Jr.",9000,"SF@NYG 08:30PM ET",17.425,"NYG"
"WR","Antonio Brown",8700,"Pit@SD 08:30PM ET",26.200,"Pit"
"RB","Le'Veon Bell",8500,"Pit@SD 08:30PM ET",28.600,"Pit"
"WR","Dez Bryant",8200,"NE@Dal 04:25PM ET",9.800,"Dal"
"WR","Demaryius Thomas",8100,"Den@Oak 04:25PM ET",19.275,"Den"
"QB","Aaron Rodgers",7900,"StL@GB 01:00PM ET",24.875,"GB"
"QB","Tom Brady",7800,"NE@Dal 04:25PM ET",28.527,"NE"
"RB","Jamaal Charles",7800,"Chi@KC 01:00PM ET",24.175,"KC"
"WR","A.J. Green",7700,"Sea@Cin 01:00PM ET",21.925,"Cin"
"TE","Rob Gronkowski",7500,"NE@Dal 04:25PM ET",25.600,"NE"
"WR","Randall Cobb",7500,"StL@GB 01:00PM ET",20.525,"GB"
"WR","Calvin Johnson",7400,"Ari@Det 04:05PM ET",14.375,"Det"
"WR","Emmanuel Sanders",7400,"Den@Oak 04:25PM ET",16.925,"Den"
"QB","Drew Brees",7200,"NO@Phi 01:00PM ET",19.653,"NO"
"QB","Ben Roethlisberger",7200,"Pit@SD 08:30PM ET",20.793,"Pit"
"WR","Keenan Allen",7200,"Pit@SD 08:30PM ET",23.675,"SD"
"RB","Marshawn Lynch",7100,"Sea@Cin 01:00PM ET",9.967,"Sea"
"QB","Peyton Manning",7000,"Den@Oak 04:25PM ET",15.080,"Den"
"RB","Matt Forte",7000,"Chi@KC 01:00PM ET",17.750,"Chi"
"WR","Julian Edelman",7000,"NE@Dal 04:25PM ET",24.000,"NE"
"QB","Russell Wilson",6900,"Sea@Cin 01:00PM ET",18.215,"Sea"
"QB","Eli Manning",6800,"SF@NYG 08:30PM ET",16.985,"NYG"
"WR","Larry Fitzgerald",6800,"Ari@Det 04:05PM ET",27.050,"Ari"
"QB","Matt Ryan",6700,"Was@Atl 01:00PM ET",19.320,"Atl"
"RB","Eddie Lacy",6700,"StL@GB 01:00PM ET",10.200,"GB"
"QB","Carson Palmer",6600,"Ari@Det 04:05PM ET",23.350,"Ari"
"WR","Amari Cooper",6600,"Den@Oak 04:25PM ET",18.725,"Oak"
"WR","Alshon Jeffery",6500,"Chi@KC 01:00PM ET",12.800,"Chi"
"WR","Jordan Matthews",6400,"NO@Phi 01:00PM ET",15.525,"Phi"
"RB","Latavius Murray",6300,"Den@Oak 04:25PM ET",16.675,"Oak"
"RB","Devonta Freeman",6300,"Was@Atl 01:00PM ET",26.700,"Atl"
"WR","Steve Smith Sr.",6200,"Cle@Bal 01:00PM ET",21.075,"Bal"
"QB","Philip Rivers",6200,"Pit@SD 08:30PM ET",20.530,"SD"
"RB","DeMarco Murray",6200,"NO@Phi 01:00PM ET",11.767,"Phi"
"TE","Jimmy Graham",6100,"Sea@Cin 01:00PM ET",11.850,"Sea"
"RB","Mark Ingram",6100,"NO@Phi 01:00PM ET",18.425,"NO"
"WR","Mike Evans",6100,"Jax@TB 01:00PM ET",8.767,"TB"
"RB","Jeremy Hill",6100,"Sea@Cin 01:00PM ET",11.875,"Cin"
"QB","Sam Bradford",6000,"NO@Phi 01:00PM ET",15.505,"Phi"
"WR","Jeremy Maclin",6000,"Chi@KC 01:00PM ET",19.900,"KC"
"RB","Joseph Randle",6000,"NE@Dal 04:25PM ET",15.075,"Dal"
"QB","Marcus Mariota",6000,"Buf@Ten 01:00PM ET",22.273,"Ten"
"WR","Brandin Cooks",5900,"NO@Phi 01:00PM ET",10.375,"NO"
"RB","Justin Forsett",5800,"Cle@Bal 01:00PM ET",11.625,"Bal"
"WR","DeSean Jackson",5800,"Was@Atl 01:00PM ET",0.000,"Was"
"QB","Tyrod Taylor",5800,"Buf@Ten 01:00PM ET",21.155,"Buf"
"WR","James Jones",5700,"StL@GB 01:00PM ET",18.925,"GB"
"QB","Andy Dalton",5700,"Sea@Cin 01:00PM ET",24.295,"Cin"
"RB","Karlos Williams",5700,"Buf@Ten 01:00PM ET",14.800,"Buf"
"QB","Joe Flacco",5600,"Cle@Bal 01:00PM ET",15.570,"Bal"
"QB","Alex Smith",5500,"Chi@KC 01:00PM ET",17.800,"KC"
"RB","LeSean McCoy",5500,"Buf@Ten 01:00PM ET",11.967,"Buf"
"QB","Derek Carr",5500,"Den@Oak 04:25PM ET",17.720,"Oak"
"WR","Sammy Watkins",5500,"Buf@Ten 01:00PM ET",7.633,"Buf"
"WR","Allen Robinson",5500,"Jax@TB 01:00PM ET",15.750,"Jax"
"QB","Matthew Stafford",5400,"Ari@Det 04:05PM ET",14.220,"Det"
"WR","Kendall Wright",5400,"Buf@Ten 01:00PM ET",16.867,"Ten"
"QB","Jay Cutler",5300,"Chi@KC 01:00PM ET",14.513,"Chi"
"WR","Pierre Garcon",5300,"Was@Atl 01:00PM ET",14.400,"Was"
"QB","Kirk Cousins",5300,"Was@Atl 01:00PM ET",15.800,"Was"
"RB","Andre Ellington",5300,"Ari@Det 04:05PM ET",13.600,"Ari"
"RB","C.J. Anderson",5300,"Den@Oak 04:25PM ET",6.100,"Den"
"QB","Colin Kaepernick",5200,"SF@NYG 08:30PM ET",15.395,"SF"
"WR","Golden Tate",5200,"Ari@Det 04:05PM ET",9.400,"Det"
"QB","Nick Foles",5200,"StL@GB 01:00PM ET",14.425,"StL"
"TE","Travis Kelce",5200,"Chi@KC 01:00PM ET",16.575,"KC"
"QB","Robert Griffin III",5200,"Was@Atl 01:00PM ET",0,"Was"
"QB","Mike Vick",5100,"Pit@SD 08:30PM ET",4.427,"Pit"
"QB","Josh McCown",5100,"Cle@Bal 01:00PM ET",17.713,"Cle"
"QB","Brandon Weeden",5100,"NE@Dal 04:25PM ET",10.080,"Dal"
"WR","John Brown",5100,"Ari@Det 04:05PM ET",12.275,"Ari"
"QB","Blake Bortles",5100,"Jax@TB 01:00PM ET",17.485,"Jax"
"QB","Jameis Winston",5100,"Jax@TB 01:00PM ET",16.475,"TB"
"QB","Matt Cassel",5000,"NE@Dal 04:25PM ET",0.000,"Dal"
"QB","Charlie Whitehurst",5000,"Buf@Ten 01:00PM ET",0,"Ten"
"QB","Tarvaris Jackson",5000,"Sea@Cin 01:00PM ET",0,"Sea"
"QB","Dan Orlovsky",5000,"Ari@Det 04:05PM ET",0.000,"Det"
"QB","Kellen Clemens",5000,"Pit@SD 08:30PM ET",6.520,"SD"
"QB","Drew Stanton",5000,"Ari@Det 04:05PM ET",-0.300,"Ari"
"WR","Vincent Jackson",5000,"Jax@TB 01:00PM ET",15.800,"TB"
"QB","Matt Schaub",5000,"Cle@Bal 01:00PM ET",0,"Bal"
"QB","Luke McCown",5000,"NO@Phi 01:00PM ET",3.600,"NO"
"QB","Chad Henne",5000,"Jax@TB 01:00PM ET",0,"Jax"
"QB","Mark Sanchez",5000,"NO@Phi 01:00PM ET",0,"Phi"
"QB","Chase Daniel",5000,"Chi@KC 01:00PM ET",0,"KC"
"TE","Martellus Bennett",5000,"Chi@KC 01:00PM ET",14.025,"Chi"
"QB","Colt McCoy",5000,"Was@Atl 01:00PM ET",0,"Was"
"QB","Scott Tolzien",5000,"StL@GB 01:00PM ET",0,"GB"
"QB","Thaddeus Lewis",5000,"NO@Phi 01:00PM ET",0,"Phi"
"QB","Case Keenum",5000,"StL@GB 01:00PM ET",0,"StL"
"QB","Jimmy Clausen",5000,"Chi@KC 01:00PM ET",3.580,"Chi"
"QB","Kellen Moore",5000,"NE@Dal 04:25PM ET",0,"Dal"
"QB","Austin Davis",5000,"Cle@Bal 01:00PM ET",0,"Cle"
"QB","Landry Jones",5000,"Pit@SD 08:30PM ET",0,"Pit"
"QB","EJ Manuel",5000,"Buf@Ten 01:00PM ET",-0.200,"Buf"
"QB","Blaine Gabbert",5000,"SF@NYG 08:30PM ET",0,"SF"
"QB","Sean Renfree",5000,"Was@Atl 01:00PM ET",-0.400,"Atl"
"QB","Mike Glennon",5000,"Jax@TB 01:00PM ET",0,"TB"
"QB","Ryan Nassib",5000,"SF@NYG 08:30PM ET",0,"NYG"
"QB","Ryan Griffin",5000,"Jax@TB 01:00PM ET",0,"TB"
"QB","Matt McGloin",5000,"Den@Oak 04:25PM ET",11.680,"Oak"
"QB","Matt Barkley",5000,"Ari@Det 04:05PM ET",0,"Ari"
"QB","Zach Mettenberger",5000,"Buf@Ten 01:00PM ET",-0.500,"Ten"
"QB","Aaron Murray",5000,"Chi@KC 01:00PM ET",0,"KC"
"QB","Brock Osweiler",5000,"Den@Oak 04:25PM ET",0,"Den"
"QB","AJ McCarron",5000,"Sea@Cin 01:00PM ET",0,"Cin"
"QB","David Fales",5000,"Chi@KC 01:00PM ET",0,"Chi"
"QB","Garrett Grayson",5000,"NO@Phi 01:00PM ET",0,"NO"
"QB","Trevor Siemian",5000,"Den@Oak 04:25PM ET",0,"Den"
"QB","Jimmy Garoppolo",5000,"NE@Dal 04:25PM ET",-0.200,"NE"
"QB","Sean Mannion",5000,"StL@GB 01:00PM ET",0,"StL"
"QB","Brett Hundley",5000,"StL@GB 01:00PM ET",0,"GB"
"QB","Johnny Manziel",5000,"Cle@Bal 01:00PM ET",13.380,"Cle"
"RB","Ronnie Hillman",4900,"Den@Oak 04:25PM ET",9.225,"Den"
"RB","Carlos Hyde",4900,"SF@NYG 08:30PM ET",13.900,"SF"
"RB","Melvin Gordon",4900,"Pit@SD 08:30PM ET",7.800,"SD"
"RB","Dion Lewis",4800,"NE@Dal 04:25PM ET",19.500,"NE"
"RB","Giovani Bernard",4800,"Sea@Cin 01:00PM ET",14.550,"Cin"
"RB","Doug Martin",4700,"Jax@TB 01:00PM ET",12.525,"TB"
"WR","Michael Crabtree",4600,"Den@Oak 04:25PM ET",14.600,"Oak"
"WR","Percy Harvin",4600,"Buf@Ten 01:00PM ET",12.500,"Buf"
"RB","Danny Woodhead",4600,"Pit@SD 08:30PM ET",15.675,"SD"
"TE","Tyler Eifert",4600,"Sea@Cin 01:00PM ET",14.800,"Cin"
"RB","Duke Johnson Jr.",4600,"Cle@Bal 01:00PM ET",10.650,"Cle"
"TE","Jason Witten",4500,"NE@Dal 04:25PM ET",15.200,"Dal"
"RB","DeAngelo Williams",4500,"Pit@SD 08:30PM ET",12.275,"Pit"
"WR","Victor Cruz",4500,"SF@NYG 08:30PM ET",0,"NYG"
"RB","Rashad Jennings",4500,"SF@NYG 08:30PM ET",10.375,"NYG"
"RB","LeGarrette Blount",4500,"NE@Dal 04:25PM ET",14.300,"NE"
"WR","Travis Benjamin",4500,"Cle@Bal 01:00PM ET",20.200,"Cle"
"TE","Jordan Reed",4500,"Was@Atl 01:00PM ET",14.200,"Was"
"WR","Allen Hurns",4500,"Jax@TB 01:00PM ET",16.850,"Jax"
"TE","Julius Thomas",4500,"Jax@TB 01:00PM ET",0,"Jax"
"WR","Davante Adams",4500,"StL@GB 01:00PM ET",6.067,"GB"
"WR","Breshad Perriman",4500,"Cle@Bal 01:00PM ET",0,"Bal"
"WR","Anquan Boldin",4400,"SF@NYG 08:30PM ET",8.350,"SF"
"RB","Chris Johnson",4400,"Ari@Det 04:05PM ET",13.575,"Ari"
"WR","Rueben Randle",4400,"SF@NYG 08:30PM ET",11.625,"NYG"
"RB","T.J. Yeldon",4400,"Jax@TB 01:00PM ET",10.775,"Jax"
"WR","Marques Colston",4300,"NO@Phi 01:00PM ET",7.850,"NO"
"WR","Terrance Williams",4300,"NE@Dal 04:25PM ET",10.825,"Dal"
"WR","Tavon Austin",4300,"StL@GB 01:00PM ET",14.875,"StL"
"RB","David Johnson",4300,"Ari@Det 04:05PM ET",13.550,"Ari"
"RB","Todd Gurley",4300,"StL@GB 01:00PM ET",11.750,"StL"
"RB","Darren Sproles",4200,"NO@Phi 01:00PM ET",11.700,"Phi"
"TE","Antonio Gates",4200,"Pit@SD 08:30PM ET",0,"SD"
"WR","Torrey Smith",4200,"SF@NYG 08:30PM ET",9.625,"SF"
"WR","Doug Baldwin",4200,"Sea@Cin 01:00PM ET",12.950,"Sea"
"RB","Shane Vereen",4200,"SF@NYG 08:30PM ET",7.975,"NYG"
"RB","Bishop Sankey",4200,"Buf@Ten 01:00PM ET",10.967,"Ten"
"WR","Nelson Agholor",4200,"NO@Phi 01:00PM ET",4.000,"Phi"
"RB","Tevin Coleman",4200,"Was@Atl 01:00PM ET",8.600,"Atl"
"TE","Charles Clay",4100,"Buf@Ten 01:00PM ET",15.375,"Buf"
"RB","Ameer Abdullah",4100,"Ari@Det 04:05PM ET",10.200,"Det"
"RB","Isaiah Crowell",4100,"Cle@Bal 01:00PM ET",9.400,"Cle"
"DST","Seahawks ",4000,"Sea@Cin 01:00PM ET",12.500,"Sea"
"WR","Stevie Johnson",4000,"Pit@SD 08:30PM ET",12.625,"SD"
"WR","Kenny Britt",4000,"StL@GB 01:00PM ET",9.575,"StL"
"RB","Alfred Morris",4000,"Was@Atl 01:00PM ET",8.675,"Was"
"WR","Leonard Hankerson",4000,"Was@Atl 01:00PM ET",14.025,"Atl"
"RB","Matt Jones",4000,"Was@Atl 01:00PM ET",9.575,"Was"
"RB","Lance Dunbar",3900,"NE@Dal 04:25PM ET",13.050,"Dal"
"DST","Cardinals ",3800,"Ari@Det 04:05PM ET",13.000,"Ari"
"TE","Delanie Walker",3800,"Buf@Ten 01:00PM ET",13.550,"Ten"
"TE","Gary Barnidge",3800,"Cle@Bal 01:00PM ET",13.625,"Cle"
"RB","C.J. Spiller",3800,"NO@Phi 01:00PM ET",10.033,"NO"
"WR","Kamar Aiken",3800,"Cle@Bal 01:00PM ET",8.125,"Bal"
"WR","Martavis Bryant",3800,"Pit@SD 08:30PM ET",0,"Pit"
"RB","Thomas Rawls",3800,"Sea@Cin 01:00PM ET",4.900,"Sea"
"WR","Eddie Royal",3700,"Chi@KC 01:00PM ET",9.000,"Chi"
"WR","Marvin Jones",3700,"Sea@Cin 01:00PM ET",9.850,"Cin"
"RB","Tre Mason",3700,"StL@GB 01:00PM ET",3.000,"StL"
"TE","Eric Ebron",3700,"Ari@Det 04:05PM ET",11.225,"Det"
"DST","Broncos ",3600,"Den@Oak 04:25PM ET",16.000,"Den"
"RB","Reggie Bush",3600,"SF@NYG 08:30PM ET",1.200,"SF"
"WR","Danny Amendola",3600,"NE@Dal 04:25PM ET",7.833,"NE"
"RB","Charles Sims",3600,"Jax@TB 01:00PM ET",10.300,"TB"
"TE","Austin Seferian-Jenkins",3600,"Jax@TB 01:00PM ET",17.950,"TB"
"WR","Roddy White",3500,"Was@Atl 01:00PM ET",3.800,"Atl"
"WR","Malcom Floyd",3500,"Pit@SD 08:30PM ET",7.675,"SD"
"WR","Darrius Heyward-Bey",3500,"Pit@SD 08:30PM ET",11.375,"Pit"
"RB","James Starks",3500,"StL@GB 01:00PM ET",6.450,"GB"
"RB","Ryan Mathews",3500,"NO@Phi 01:00PM ET",8.900,"Phi"
"WR","Jermaine Kearse",3500,"Sea@Cin 01:00PM ET",9.900,"Sea"
"RB","Trey Watts",3500,"StL@GB 01:00PM ET",0,"StL"
"RB","Joique Bell",3500,"Ari@Det 04:05PM ET",5.767,"Det"
"RB","Antonio Andrews",3500,"Buf@Ten 01:00PM ET",13.100,"Ten"
"WR","Jamison Crowder",3500,"Was@Atl 01:00PM ET",7.225,"Was"
"DST","Bills ",3400,"Buf@Ten 01:00PM ET",7.250,"Buf"
"RB","Darren McFadden",3400,"NE@Dal 04:25PM ET",6.075,"Dal"
"WR","Dwayne Harris",3400,"SF@NYG 08:30PM ET",4.300,"NYG"
"WR","Marquess Wilson",3400,"Chi@KC 01:00PM ET",5.975,"Chi"
"WR","Ty Montgomery",3400,"StL@GB 01:00PM ET",5.650,"GB"
"WR","Tyler Lockett",3400,"Sea@Cin 01:00PM ET",8.000,"Sea"
"WR","Seth Roberts",3400,"Den@Oak 04:25PM ET",6.750,"Oak"
"DST","Patriots ",3300,"NE@Dal 04:25PM ET",7.667,"NE"
"TE","Heath Miller",3300,"Pit@SD 08:30PM ET",8.175,"Pit"
"WR","Miles Austin",3300,"NO@Phi 01:00PM ET",4.325,"Phi"
"WR","Riley Cooper",3300,"NO@Phi 01:00PM ET",5.175,"Phi"
"WR","Dontrelle Inman",3300,"Pit@SD 08:30PM ET",3.933,"SD"
"WR","Mohamed Sanu",3300,"Sea@Cin 01:00PM ET",6.425,"Cin"
"WR","Markus Wheaton",3300,"Pit@SD 08:30PM ET",6.400,"Pit"
"RB","Benny Cunningham",3300,"StL@GB 01:00PM ET",7.575,"StL"
"RB","Chris Thompson",3300,"Was@Atl 01:00PM ET",8.850,"Was"
"WR","Joshua Bellamy",3300,"Chi@KC 01:00PM ET",2.950,"Chi"
"RB","James White",3300,"NE@Dal 04:25PM ET",3.700,"NE"
"RB","Terrance West",3300,"Buf@Ten 01:00PM ET",1.550,"Ten"
"TE","Maxx Williams",3300,"Cle@Bal 01:00PM ET",3.850,"Bal"
"WR","Dorial Green-Beckham",3300,"Buf@Ten 01:00PM ET",6.167,"Ten"
"DST","Falcons ",3200,"Was@Atl 01:00PM ET",8.250,"Atl"
"WR","Brian Hartline",3200,"Cle@Bal 01:00PM ET",5.075,"Cle"
"WR","Brian Quick",3200,"StL@GB 01:00PM ET",0.000,"StL"
"TE","Ladarius Green",3200,"Pit@SD 08:30PM ET",14.467,"SD"
"WR","Justin Hunter",3200,"Buf@Ten 01:00PM ET",3.800,"Ten"
"WR","Brandon Coleman",3200,"NO@Phi 01:00PM ET",6.575,"NO"
"WR","Chris Hogan",3200,"Buf@Ten 01:00PM ET",6.150,"Buf"
"RB","Terron Ward",3200,"Was@Atl 01:00PM ET",4.475,"Atl"
"WR","Darren Waller",3200,"Cle@Bal 01:00PM ET",0.675,"Bal"
"DST","Packers ",3100,"StL@GB 01:00PM ET",8.500,"GB"
"DST","Chargers ",3100,"Pit@SD 08:30PM ET",4.250,"SD"
"WR","Dwayne Bowe",3100,"Cle@Bal 01:00PM ET",0.000,"Cle"
"WR","Cole Beasley",3100,"NE@Dal 04:25PM ET",8.600,"Dal"
