P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,RP,Yohander Mendez (10577351),Yohander Mendez,10577351,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Adrian Sampson (10577352),Adrian Sampson,10577352,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Clayton Blackburn (10577353),Clayton Blackburn,10577353,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Chi Chi Gonzalez (10577354),Chi Chi Gonzalez,10577354,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Ariel Jurado (10577355),Ariel Jurado,10577355,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,RP,Ronald Herrera (10577356),Ronald Herrera,10577356,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Kyle Cody (10577357),Kyle Cody,10577357,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Brett Martin (10577358),Brett Martin,10577358,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Hans Crouse (10577359),Hans Crouse,10577359,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Cole Ragans (10577360),Cole Ragans,10577360,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Alex Speas (10577361),Alex Speas,10577361,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,OF,Carlos Gonzalez (10576636),Carlos Gonzalez,10576636,OF,4000,CHC@COL 04/21/2018 08:10PM ET,COL,6.6
,,,,,,,,,,,RP,Steve Cishek (10577362),Steve Cishek,10577362,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,3.7
,,,,,,,,,,,RP,Justin Wilson (10577363),Justin Wilson,10577363,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,3.39
,,,,,,,,,,,RP,Mike Montgomery (10577364),Mike Montgomery,10577364,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0.97
,,,,,,,,,,,RP,Fernando Rodriguez Jr. (10577365),Fernando Rodriguez Jr.,10577365,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,RP,Pedro Strop (10577366),Pedro Strop,10577366,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,3.56
,,,,,,,,,,,RP,Brandon Morrow (10577367),Brandon Morrow,10577367,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,3.3
,,,,,,,,,,,RP,Brian Duensing (10577368),Brian Duensing,10577368,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,3.06
,,,,,,,,,,,SP,Williams Perez (10577369),Williams Perez,10577369,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,SP,Drew Smyly (10577370),Drew Smyly,10577370,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,SP,Duane Underwood Jr. (10577371),Duane Underwood Jr.,10577371,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,SP,Adbert Alzolay (10577372),Adbert Alzolay,10577372,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,SP,Oscar De La Cruz (10577373),Oscar De La Cruz,10577373,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,RP,Carl Edwards Jr. (10577374),Carl Edwards Jr.,10577374,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,5.36
,,,,,,,,,,,RP,Luke Farrell (10577375),Luke Farrell,10577375,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,SP,Trevor Clifton (10577376),Trevor Clifton,10577376,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,SP,Thomas Hatch (10577377),Thomas Hatch,10577377,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,SP,Jake Stinnett (10577378),Jake Stinnett,10577378,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,SP,Alex Lange (10577379),Alex Lange,10577379,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,SP,Jose Albertos (10577380),Jose Albertos,10577380,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,SP,Brendon Little (10577381),Brendon Little,10577381,P,4000,CHC@COL 04/21/2018 08:10PM ET,CHC,0
,,,,,,,,,,,RP,Carlos Estevez (10577382),Carlos Estevez,10577382,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,0
,,,,,,,,,,,RP,Scott Oberg (10577383),Scott Oberg,10577383,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,4.09
,,,,,,,,,,,RP,Chris Rusin (10577384),Chris Rusin,10577384,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,2.16
,,,,,,,,,,,RP,Zac Rosscup (10577385),Zac Rosscup,10577385,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,0
,,,,,,,,,,,RP,Bryan Shaw (10577386),Bryan Shaw,10577386,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,0.99
,,,,,,,,,,,RP,Rayan Gonzalez (10577387),Rayan Gonzalez,10577387,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,0
,,,,,,,,,,,RP,Adam Ottavino (10577388),Adam Ottavino,10577388,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,7.5
,,,,,,,,,,,RP,Jake McGee (10577389),Jake McGee,10577389,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,2.86
,,,,,,,,,,,RP,Wade Davis (10577390),Wade Davis,10577390,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,3.46
,,,,,,,,,,,RP,Mike Dunn (10577391),Mike Dunn,10577391,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,0.19
,,,,,,,,,,,SP,Peter Lambert (10577392),Peter Lambert,10577392,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,0
,,,,,,,,,,,SP,Mike Nikorak (10577393),Mike Nikorak,10577393,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,0
,,,,,,,,,,,SP,Riley Pint (10577394),Riley Pint,10577394,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,0
,,,,,,,,,,,SP,Ryan Castellani (10577395),Ryan Castellani,10577395,P,4000,CHC@COL 04/21/2018 08:10PM ET,COL,0
,,,,,,,,,,,RP,Aaron Wilkerson (10577218),Aaron Wilkerson,10577218,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,0
,,,,,,,,,,,SP,Corbin Burnes (10577231),Corbin Burnes,10577231,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,0
,,,,,,,,,,,SP,Cody Ponce (10577396),Cody Ponce,10577396,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,0
,,,,,,,,,,,SP,Nathan Kirby (10577397),Nathan Kirby,10577397,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,0
,,,,,,,,,,,SP,Luis Ortiz (10577398),Luis Ortiz,10577398,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,0
,,,,,,,,,,,SP,Kodi Medeiros (10577399),Kodi Medeiros,10577399,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,0
,,,,,,,,,,,SP,Marcos Diplan (10577400),Marcos Diplan,10577400,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Taylor Williams (10577401),Taylor Williams,10577401,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,5.41
,,,,,,,,,,,RP,Corey Knebel (10577402),Corey Knebel,10577402,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,2.53
,,,,,,,,,,,RP,Boone Logan (10577403),Boone Logan,10577403,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Matt Albers (10577404),Matt Albers,10577404,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,4.38
,,,,,,,,,,,RP,Jeremy Jeffress (10577405),Jeremy Jeffress,10577405,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,3.33
,,,,,,,,,,,RP,Dan Jennings (10577406),Dan Jennings,10577406,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,3.33
,,,,,,,,,,,RP,Oliver Drake (10577407),Oliver Drake,10577407,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,3.18
,,,,,,,,,,,SP,Josh Hader (10577408),Josh Hader,10577408,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,9.81
,,,,,,,,,,,SP,Phil Bickford (10577409),Phil Bickford,10577409,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,0
,,,,,,,,,,,RP,Jacob Barnes (10577410),Jacob Barnes,10577410,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIL,4.58
,,,,,,,,,,,SP,Brett Lilek (10577411),Brett Lilek,10577411,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,RP,Brian Ellington (10577412),Brian Ellington,10577412,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,RP,Elieser Hernandez (10577413),Elieser Hernandez,10577413,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,RP,Drew Rucinski (10577414),Drew Rucinski,10577414,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,RP,Drew Steckenrider (10577415),Drew Steckenrider,10577415,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,3.72
,,,,,,,,,,,RP,Kyle Barraclough (10577416),Kyle Barraclough,10577416,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,4.96
,,,,,,,,,,,RP,Brett Graves (10577417),Brett Graves,10577417,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,RP,Nick Wittgren (10577418),Nick Wittgren,10577418,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,RP,Tayron Guerrero (10577419),Tayron Guerrero,10577419,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,3.76
,,,,,,,,,,,RP,Severino Gonzalez (10577420),Severino Gonzalez,10577420,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,RP,Brad Ziegler (10577421),Brad Ziegler,10577421,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0.99
,,,,,,,,,,,RP,Junichi Tazawa (10577422),Junichi Tazawa,10577422,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,2.73
,,,,,,,,,,,SP,Tyler Cloyd (10577423),Tyler Cloyd,10577423,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0.58
,,,,,,,,,,,SP,Nick Neidert (10577424),Nick Neidert,10577424,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,RP,Trevor Rogers (10577425),Trevor Rogers,10577425,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,SP,Braxton Garrett (10577426),Braxton Garrett,10577426,P,4000,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,OF,Yasiel Puig (10576628),Yasiel Puig,10576628,OF,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,6.06
,,,,,,,,,,,1B,Ryan Zimmerman (10576632),Ryan Zimmerman,10576632,1B,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,5.75
,,,,,,,,,,,RP,Wilmer Font (10577216),Wilmer Font,10577216,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,-0.02
,,,,,,,,,,,SP,Tom Koehler (10577223),Tom Koehler,10577223,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,0
,,,,,,,,,,,SP,Yadier Alvarez (10577224),Yadier Alvarez,10577224,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,0
,,,,,,,,,,,RP,Walker Buehler (10577227),Walker Buehler,10577227,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,0
,,,,,,,,,,,SP,Brock Stewart (10577228),Brock Stewart,10577228,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,0
,,,,,,,,,,,SP,Jeremy Hellickson (10577232),Jeremy Hellickson,10577232,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,7.7
,,,,,,,,,,,RP,Jesen Therrien (10577427),Jesen Therrien,10577427,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,0
,,,,,,,,,,,RP,Adam Liberatore (10577428),Adam Liberatore,10577428,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,4.7
,,,,,,,,,,,RP,Yimi Garcia (10577429),Yimi Garcia,10577429,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,0
,,,,,,,,,,,RP,Scott Alexander (10577430),Scott Alexander,10577430,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,1.04
,,,,,,,,,,,RP,JT Chargois (10577431),JT Chargois,10577431,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,3.18
,,,,,,,,,,,RP,Ross Stripling (10577432),Ross Stripling,10577432,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,4.66
,,,,,,,,,,,RP,Tony Cingrani (10577433),Tony Cingrani,10577433,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,3.71
,,,,,,,,,,,RP,Pedro Baez (10577434),Pedro Baez,10577434,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,4.2
,,,,,,,,,,,RP,Josh Fields (10577435),Josh Fields,10577435,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,4.67
,,,,,,,,,,,RP,Kenley Jansen (10577436),Kenley Jansen,10577436,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,1.49
,,,,,,,,,,,SP,Dustin May (10577437),Dustin May,10577437,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,0
,,,,,,,,,,,SP,Jordan Sheffield (10577438),Jordan Sheffield,10577438,P,4000,WAS@LAD 04/21/2018 09:10PM ET,LAD,0
,,,,,,,,,,,RP,Matt Grace (10577439),Matt Grace,10577439,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,2.54
,,,,,,,,,,,RP,Brandon Kintzler (10577440),Brandon Kintzler,10577440,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,2.21
,,,,,,,,,,,RP,Ryan Madson (10577441),Ryan Madson,10577441,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,1.51
,,,,,,,,,,,RP,Joaquin Benoit (10577442),Joaquin Benoit,10577442,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,0
,,,,,,,,,,,SP,Edwin Jackson (10577443),Edwin Jackson,10577443,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,0
,,,,,,,,,,,SP,Tommy Milone (10577444),Tommy Milone,10577444,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,0
,,,,,,,,,,,RP,Tim Collins (10577445),Tim Collins,10577445,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,0
,,,,,,,,,,,RP,Sean Doolittle (10577446),Sean Doolittle,10577446,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,5.03
,,,,,,,,,,,RP,Shawn Kelley (10577447),Shawn Kelley,10577447,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,3.5
,,,,,,,,,,,RP,Sammy Solis (10577448),Sammy Solis,10577448,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,2.74
,,,,,,,,,,,RP,Aaron Barrett (10577449),Aaron Barrett,10577449,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,0
,,,,,,,,,,,RP,Koda Glover (10577450),Koda Glover,10577450,P,4000,WAS@LAD 04/21/2018 09:10PM ET,WAS,0
,,,,,,,,,,,SP,John Lamb (10577225),John Lamb,10577225,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,0
,,,,,,,,,,,RP,Jose Alvarez (10577451),Jose Alvarez,10577451,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,3.78
,,,,,,,,,,,RP,Luke Bard (10577452),Luke Bard,10577452,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,3.43
,,,,,,,,,,,RP,Jim Johnson (10577453),Jim Johnson,10577453,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,3.72
,,,,,,,,,,,RP,Blake Parker (10577454),Blake Parker,10577454,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,1.68
,,,,,,,,,,,RP,Blake Wood (10577455),Blake Wood,10577455,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,2.98
,,,,,,,,,,,RP,Cam Bedrosian (10577456),Cam Bedrosian,10577456,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,1.46
,,,,,,,,,,,RP,Vicente Campos (10577457),Vicente Campos,10577457,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,0
,,,,,,,,,,,RP,Noe Ramirez (10577458),Noe Ramirez,10577458,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,3.22
,,,,,,,,,,,SP,Chris Rodriguez (10577459),Chris Rodriguez,10577459,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,0
,,,,,,,,,,,RP,Keynan Middleton (10577460),Keynan Middleton,10577460,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,3.07
,,,,,,,,,,,SP,Griffin Canning (10577461),Griffin Canning,10577461,P,4000,SF@LAA 04/21/2018 09:07PM ET,LAA,0
,,,,,,,,,,,SP,Jordan Johnson (10577462),Jordan Johnson,10577462,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,0
,,,,,,,,,,,RP,Julian Fernandez (10577463),Julian Fernandez,10577463,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,0
,,,,,,,,,,,RP,Josh Osich (10577464),Josh Osich,10577464,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,1.40
,,,,,,,,,,,RP,Reyes Moronta (10577465),Reyes Moronta,10577465,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,4.31
,,,,,,,,,,,RP,Tony Watson (10577466),Tony Watson,10577466,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,4.76
,,,,,,,,,,,RP,Sam Dyson (10577467),Sam Dyson,10577467,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,1.21
,,,,,,,,,,,RP,Mark Melancon (10577468),Mark Melancon,10577468,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,0
,,,,,,,,,,,RP,Derek Law (10577469),Derek Law,10577469,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,5.25
,,,,,,,,,,,RP,Pierce Johnson (10577470),Pierce Johnson,10577470,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,3.71
,,,,,,,,,,,RP,Will Smith (10577471),Will Smith,10577471,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,0
,,,,,,,,,,,RP,Hunter Strickland (10577472),Hunter Strickland,10577472,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,3.9
,,,,,,,,,,,RP,Cory Gearrin (10577473),Cory Gearrin,10577473,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,2.7
,,,,,,,,,,,SP,Garrett Williams (10577474),Garrett Williams,10577474,P,4000,SF@LAA 04/21/2018 09:07PM ET,SF,0
,,,,,,,,,,,3B,Matt Chapman (10576629),Matt Chapman,10576629,3B,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,9.6
,,,,,,,,,,,SP,Grant Holmes (10577221),Grant Holmes,10577221,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,0
,,,,,,,,,,,SP,Jesus Luzardo (10577233),Jesus Luzardo,10577233,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,0
,,,,,,,,,,,RP,Bobby Poyner (10577475),Bobby Poyner,10577475,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,4.39
,,,,,,,,,,,SP,Darwinzon Hernandez (10577476),Darwinzon Hernandez,10577476,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,SP,Tanner Houck (10577477),Tanner Houck,10577477,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,SP,Jake Thompson (10577478),Jake Thompson,10577478,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,SP,Mike Shawaryn (10577479),Mike Shawaryn,10577479,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,SP,Jason Groome (10577480),Jason Groome,10577480,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,SP,Bryan Mata (10577481),Bryan Mata,10577481,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,SP,Travis Lakins (10577482),Travis Lakins,10577482,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,SP,Roniel Raudes (10577483),Roniel Raudes,10577483,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,RP,Tyler Thornburg (10577484),Tyler Thornburg,10577484,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,RP,Heath Hembree (10577485),Heath Hembree,10577485,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,5.34
,,,,,,,,,,,RP,Austin Maddox (10577486),Austin Maddox,10577486,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,RP,Matt Barnes (10577487),Matt Barnes,10577487,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,3.32
,,,,,,,,,,,RP,Justin Haley (10577488),Justin Haley,10577488,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,RP,Carson Smith (10577489),Carson Smith,10577489,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,2.55
,,,,,,,,,,,SP,Ty Buttrey (10577490),Ty Buttrey,10577490,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,RP,Joe Kelly (10577491),Joe Kelly,10577491,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,2.61
,,,,,,,,,,,RP,Marcus Walden (10577492),Marcus Walden,10577492,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,3.85
,,,,,,,,,,,RP,Craig Kimbrel (10577493),Craig Kimbrel,10577493,P,4000,BOS@OAK 04/21/2018 09:05PM ET,BOS,4.3
,,,,,,,,,,,RP,Ryan Dull (10577494),Ryan Dull,10577494,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,5.65
,,,,,,,,,,,RP,Blake Treinen (10577495),Blake Treinen,10577495,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,5.81
,,,,,,,,,,,SP,Raul Alcantara (10577496),Raul Alcantara,10577496,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,0
,,,,,,,,,,,RP,Liam Hendriks (10577497),Liam Hendriks,10577497,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,-0.54
,,,,,,,,,,,RP,Danny Coulombe (10577498),Danny Coulombe,10577498,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,1.62
,,,,,,,,,,,RP,Chris Hatcher (10577499),Chris Hatcher,10577499,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,0.99
,,,,,,,,,,,SP,Trevor Cahill (10577500),Trevor Cahill,10577500,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,31.55
,,,,,,,,,,,SP,Brett Anderson (10577501),Brett Anderson,10577501,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,0
,,,,,,,,,,,RP,Ryan Buchter (10577502),Ryan Buchter,10577502,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,2.52
,,,,,,,,,,,RP,Chris Smith (10577503),Chris Smith,10577503,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,0
,,,,,,,,,,,RP,Santiago Casilla (10577504),Santiago Casilla,10577504,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,5.64
,,,,,,,,,,,RP,Yusmeiro Petit (10577505),Yusmeiro Petit,10577505,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,2.52
,,,,,,,,,,,SP,Norge Ruiz (10577506),Norge Ruiz,10577506,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,0
,,,,,,,,,,,RP,Emilio Pagan (10577507),Emilio Pagan,10577507,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,0.80
,,,,,,,,,,,SP,Dakota Chalmers (10577508),Dakota Chalmers,10577508,P,4000,BOS@OAK 04/21/2018 09:05PM ET,OAK,0
,,,,,,,,,,,OF,Manuel Margot (10576640),Manuel Margot,10576640,OF,3900,SD@ARI 04/21/2018 08:10PM ET,SD,5.82
,,,,,,,,,,,OF,Jay Bruce (10576642),Jay Bruce,10576642,OF,3900,NYM@ATL 04/21/2018 07:10PM ET,NYM,5.26
,,,,,,,,,,,SS,Tim Anderson (10576639),Tim Anderson,10576639,SS,3900,HOU@CWS 04/21/2018 07:10PM ET,CWS,9.19
,,,,,,,,,,,2B/OF,Ben Zobrist (10576644),Ben Zobrist,10576644,2B/OF,3900,CHC@COL 04/21/2018 08:10PM ET,CHC,7.23
,,,,,,,,,,,3B,Justin Turner (10576641),Justin Turner,10576641,3B,3900,WAS@LAD 04/21/2018 09:10PM ET,LAD,0
,,,,,,,,,,,1B,Matt Olson (10576637),Matt Olson,10576637,1B,3900,BOS@OAK 04/21/2018 09:05PM ET,OAK,7.8
